"source_type","language","author","title","abstract","keywords","url","year","publisher","date_generated","source","volume","issue","start_page","end_page","doi","issn","accession_zr","place_published","m3","pi","zz","cp","edition","a1","filename","n_duplicates","citation","screened_titles","notes"
"JOUR",NA,"Cousins, Sara A. O.","Landscape history and soil properties affect grassland decline and plant species richness in rural landscapes","Past semi-natural grassland extent is thought to have a major influence on contemporary species richness in rural landscapes. The loss of grasslands over the last 300 years was reconstructed for 12 rural landscapes in Sweden, ranging from open modern agricultural landscapes to more forested landscapes. Old maps and aerial photographs from 1950s and today were used to reconstruct landscape patterns in four time-steps to investigate how present plant species richness relates to past grassland extent and decline in old and new grassland habitats. The relative importance of soil properties on the timing of grassland decline was assessed. Plant species occurrence was recorded in managed and abandoned grassland habitats in each landscape.Past and present grassland distribution was a major factor in determining plant species patterns found in grasslands today. All landscapes had an average of 80% grassland 300 years ago. Since then grassland has declined by 90% across all landscapes. Proportion of clay soils influenced the timing of grassland decline, where grasslands in landscapes dominated by clay soils were conversed to crop-fields more than 100 years ago. Grasslands on coarser soils declined later, primarily to forest. Landscapes with more than 10% semi-natural grassland left today had 50% higher species richness in all grasslands, including both abandoned and new grassland. Time since major grassland decline also seems to have an effect on the landscapes' species richness. The results show that plant species patterns in grasslands at local scales are determined by broader landscape processes which may have occurred many centuries ago. (C) 2009 Elsevier Ltd. All rights reserved.",NA,NA,"2009","ELSEVIER SCI LTD","2009 NOV","BIOLOGICAL CONSERVATION","142","11","2752","2758","10.1016/j.biocon.2009.07.001","0006-3207 and 1873-2917","WOS:000270203100042","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Article","OXFORD",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Cousins, Sara A. O. (2009) Landscape History and Soil Properties Affect Grassland Decline and Plant Species Richness in Rural Landscapes. <i>Jour</i>. ","selected",NA
"JOUR",NA,"Maloney, Kelly O. and Feminella, Jack W. and Mitchell, Richard M. and Miller, Stephanie A. and Mulholland, Patrick J. and Houser, Jeffrey N.","Landuse legacies and small streams: identifying relationships between historical land use and contemporary stream conditions","The concept of landscape legacies has been examined extensively in terrestrial ecosystems and has led to a greater understanding of contemporary ecosystem processes. However, although stream ecosystems are tightly coupled with their catchments and, thus, probably are affected strongly by historical catchment conditions, few studies have directly examined the importance of landuse legacies on streams. We examined relationships between historical land use (1944) and contemporary (2000-2003) stream physical, chemical, and biological conditions after accounting for the influences of contemporary land use (1999) and natural landscape (catchment size) variation in 12 small streams at Fort Benning, Georgia, USA. Most stream variables showed strong relationships with contemporary land use and catchment size; however, after accounting for these factors, residual variation in many variables remained significantly related to historical land use. Residual variation in benthic particulate organic matter, diatom density, % of diatoms in Eunotia spp., fish density in runs, and whole-stream gross primary productivity correlated negatively, whereas streamwater pH correlated positively, with residual variation in fraction of disturbed land in catchments in 1944 (i.e., bare ground and unpaved road cover). Residual variation in % recovering land (i.e., early successional vegetation) in 1944 was correlated positively with residual variation in streambed instability, a macroinvertebrate biotic index, and fish richness, but correlated negatively with residual variation in most benthic macroinvertebrate metrics examined (e.g., Chironomidae and total richness, Shannon diversity). In contrast, residual variation in whole-stream respiration rates was not explained by historical land use. Our results suggest that historical land use continues to influence important physical and chemical variables in these streams, and in turn, probably influences associated biota. Beyond providing insight into biotic interactions and their associations with environmental conditions, identification of landuse legacies also will improve understanding of stream impairment in contemporary minimally disturbed catchments, enabling more accurate assessment of reference conditions in studies of biotic integrity and restoration.",NA,NA,"2008","NORTH AMER BENTHOLOGICAL SOC","2008 JUN","JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY","27","2","280","294","10.1899/07-070.1","0887-3593","WOS:000256178200005","1041 NEW HAMSPHIRE STREET, LAWRENCE, KS 66044 USA","Article","LAWRENCE",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Maloney, Kelly O. et al. (2008) Landuse Legacies and Small Streams: Identifying Relationships Between Historical Land Use and Contemporary Stream Conditions. <i>Jour</i>. ","selected",NA
"JOUR",NA,"Loudermilk, E. Louise and Stanton, Alison and Scheller, Robert M. and Dilts, Thomas E. and Weisberg, Peter J. and Skinner, Carl and Yang, Jian","Effectiveness of fuel treatments for mitigating wildfire risk and sequestering forest carbon: A case study in the Lake Tahoe Basin","Fuel-reduction treatments are used extensively to reduce wildfire risk and restore forest diversity and function. In the near future, increasing regulation of carbon (C) emissions may force forest managers to balance the use of fuel treatments for reducing wildfire risk against an alternative goal of C sequestration. The objective of this study was to evaluate how long-term fuel treatments mitigate wildfires and affect forest C. For the Lake Tahoe Basin in the central Sierra Nevada, USA, fuel treatment efficiency was explored with a landscape-scale simulation model, LANDIS-II, using five fuel treatment scenarios and two (contemporary and potential future) fire regimes. Treatment scenarios included applying a combination of light (hand) and moderate (mechanical) forest thinning continuously through time and transitioning from these prescriptions to a more mid-seral thinning prescription, both on a 15 and 30 year rotation interval. In the last scenario, fuel treatments were isolated to around the lake shore (nearby urban settlement) to simulate a low investment alternative were future resources may be limited. Results indicated that the forest will remain a C sink regardless of treatment or fire regime simulated, due to the landscape legacy of historic logging. Achievement of a net C gain required decades with intensive treatment and depended on wildfire activity: Fuel treatments were more effective in a more active fire environment, where the interface between wildfires and treatment areas increased and caused net C gain earlier than as compared to our scenarios with less wildfire activity. Fuel treatments were most effective when continuously applied and strategically placed in high ignition areas. Treatment type and re-application interval were less influential at the landscape scale, but had notable effects on species dynamics within management units. Treatments created more diverse forest conditions by shifting dominance patterns to a more mixed conifer system, with a higher proportion of fire-tolerant species. We demonstrated that a small amount of wildfire on the landscape resulted in significant changes in the C pool, and that strategically placed fuel treatments substantially reduced wildfire risk, increased fire resiliency of the forest, and is beneficial for long-term C management. Implications for landscape management included consideration for prioritization of treatment areas and creating ideal re-entry schedules that meet logistic, safety, and conservation goals. In forests with a concentrated wildland urban interface, fuel treatments may be vital for ensuring human welfare and enhancing forest integrity in a fire-prone future. Published by Elsevier B.V.",NA,NA,"2014","ELSEVIER","2014 JUL 1","FOREST ECOLOGY AND MANAGEMENT","323",NA,"114","125","10.1016/j.foreco.2014.03.011","0378-1127 and 1872-7042","WOS:000336704500013","RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Article","AMSTERDAM",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Loudermilk, E. Louise et al. (2014) Effectiveness of Fuel Treatments for Mitigating Wildfire Risk and Sequestering Forest Carbon: a Case Study in the Lake Tahoe Basin. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Doody, Brendan J. and Sullivan, Jon J. and Meurk, Colin D. and Stewart, Glenn H. and Perkins, Harvey C.","Urban realities: the contribution of residential gardens to the conservation of urban forest remnants","Urbanization has destroyed and fragmented previously large areas of habitat. Small remnants that still exist in numerous cities will be unable to sustain many viable wild plant populations if they do not expand into the surrounding urban matrix. Residential gardens form a significant component of urban green space in many cities and therefore could play a role in redressing this problem. Our ecological and social scientific study examined factors influencing the dispersal and regeneration of 12 bird-dispersed native woody species from Riccarton Bush, a 7.8 ha urban forest remnant, into surrounding residential properties in Christchurch, New Zealand. Over 125 years, the reported number of native vascular plant species in the Bush has declined by a third. Some species, particularly Dacrycarpus dacrydioides, the dominant woody species in the Bush, are being dispersed by birds and establishing in residential gardens predominantly within 250 m of the forest margin. These juveniles are not reaching maturity as most gardeners tend to remove all non-planted woody species. This suggests natural potential for regeneration exists but is insufficient without active human intervention. Our survey results show people are supportive of native plants in general but lack knowledge of the species. They are willing to plant locally appropriate woody species if provided with plants, information, and, most importantly, control over the location of plantings. Residential gardens consequently have the potential to play a major role in the conservation of urban biodiversity especially for species suited to the functions and size of gardens.",NA,NA,"2010","SPRINGER","2010 MAY","BIODIVERSITY AND CONSERVATION","19","5","1385","1400","10.1007/s10531-009-9768-2","0960-3115","WOS:000276485300014","VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Article","DORDRECHT",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Doody, Brendan J. et al. (2010) Urban Realities: The Contribution of Residential Gardens to the Conservation of Urban Forest Remnants. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Lindbladh, Matts and Foster, David R.","Dynamics of long-lived foundation species: the history of Quercus in southern Scandinavia","1. The long-term history of Quercus in southern Scandinavia has received little attention despite its important role in modern conservation. In this study the 4000-year dynamics of Quercus, its habitat and other important taxa were analysed with pollen data from 25 small hollows and 6 regional sites across southern Scandinavia. The aim was to provide a context for understanding the species' current status and managing its future dynamics.2. The results indicate that Quercus is much less abundant today than at any time during the previous 4000 years and corroborate the rapid decline reported in 18th- and 19th-century historical records. Modern pollen percentages are 45-60% of 17th-century values and only 20-35% of the maximum values reached in the 3rd century.3. A strong positive correlation exists between the abundance of Quercus and the abundance of Tilia, Corylus and Alnus, which also experienced a steady decline across the region in the last two millennia. Climate change is the broad-scale driver of the observed dynamics, but human activity introduced considerable variation in the regional and temporal details of these changes. In the hemiboreal northern part of the study area the decline of Quercus appears to be controlled largely by competition with other tree species ( especially Pinus and Picea), mediated by harvesting. In the temperate south part Quercus forests decreased through deforestation for agriculture.4. Multivariate analyses indicate that although substantial phytogeographical variation has existed through past millennia the regional vegetation is more homogeneous today than in earlier periods.5. Synthesis. The long-term decline and recent rapid reductions in Quercus populations throughout southern Scandinavia are striking and indisputable. From the perspective of both the populations of Quercus and its associated species of insects and epiphytes, the recent rate of decline is extremely rapid. Given the former abundance, longevity and capacity for persistence of Quercus, current populations of Quercus and its associated species appear to represent biological legacies in the midst of protracted decline. Based on these results, a reasonable conservation goal is to restore the abundance and distribution of Quercus to levels that preceded the drastic decline in the 18th and 19th centuries.",NA,NA,"2010","WILEY","2010 NOV","JOURNAL OF ECOLOGY","98","6","1330","1345","10.1111/j.1365-2745.2010.01733.x","0022-0477 and 1365-2745","WOS:000282978100008","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Article","HOBOKEN",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Lindbladh, Matts et al. (2010) Dynamics of Long-Lived Foundation Species: The History of Quercus in Southern Scandinavia. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Metzger, Jean Paul and Martensen, Alexandre Camargo and Dixo, Marianna and Bernacci, Luis Carlos and Ribeiro, Milton Cezar and Godoy Teixeira, Ana Maria and Pardini, Renata","Time-lag in biological responses to landscape changes in a highly dynamic Atlantic forest region","Time-lagged responses of biological variables to landscape modifications are widely recognized, but rarely considered in ecological studies. In order to test for the existence of time-lags in the response of trees, small mammals, birds and frogs to changes in fragment area and connectivity, we studied a fragmented and highly dynamic landscape in the Atlantic forest region. We also investigated the biological correlates associated with differential responses among taxonomic groups. Species richness and abundance for four taxonomic groups were measured in 21 secondary forest fragments during the same period (2000-2002), following a standardized protocol. Data analyses were based on power regressions and model selection procedures. The model inputs included present (2000) and past (1962, 1981) fragment areas and connectivity, as well as observed changes in these parameters. Although past landscape structure was particularly relevant for trees, all taxonomic groups (except small mammals) were affected by landscape dynamics, exhibiting a time-lagged response. Furthermore, fragment area was more important for species groups with lower dispersal capacity, while species with higher dispersal ability had stronger responses to connectivity measures. Although these secondary forest fragments still maintain a large fraction of their original biodiversity, the delay in biological response combined with high rates of deforestation and fast forest regeneration imply in a reduction in the average age of the forest. This also indicates that future species losses are likely, especially those that are more strictly-forest dwellers. Conservation actions should be implemented to reduce species extinction, to maintain old-growth forests and to favour the regeneration process. Our results demonstrate that landscape history can strongly affect the present distribution pattern of species in fragmented landscapes, and should be considered in conservation planning. (C) 2009 Elsevier Ltd. All rights reserved.",NA,NA,"2009","ELSEVIER SCI LTD","2009 JUN","BIOLOGICAL CONSERVATION","142","6","1166","1177","10.1016/j.biocon.2009.01.033","0006-3207 and 1873-2917","WOS:000266154000005","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND","Article","OXFORD",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Metzger, Jean Paul et al. (2009) Time-Lag in Biological Responses to Landscape Changes in a Highly Dynamic Atlantic Forest Region. <i>Jour</i>. ","selected",NA
"JOUR",NA,"Alignier, Audrey and Aviron, Stephanie","Time-lagged response of carabid species richness and composition to past management practices and landscape context of semi-natural field margins","Field margins are key features for the maintenance of biodiversity and associated ecosystem services in agricultural landscapes. Little is known about the effects of management practices of old semi-natural field margins, and their historical dimension regarding past management practices and landscape context is rarely considered. In this paper, the relative influence of recent and past management practices and landscape context (during the last five years) were assessed on the local biodiversity (species richness and composition) of carabid assemblages of field margins in agricultural landscapes of northwestern France. The results showed that recent patterns of carabid species richness and composition were best explained by management practices and landscape context measured four or five years ago. It suggests the existence of a time lag in the response of carabid assemblages to past environmental conditions of field margins. The relative contribution of past management practices and past landscape context varied depending on the spatial scale at which landscape context was taken into account. Carabid species richness was higher in grazed or sprayed field margins probably due to increased heterogeneity in habitat conditions. Field margins surrounded by grasslands and crops harbored species associated with open habitats whilst forest species dominated field margins surrounded by woodland. Landscape effect was higher at fine spatial scale, within 50 m around field margins. The present study highlights the importance of considering time-lagged responses of biodiversity when managing environment. It also suggests that old semi-natural field margins should not be considered as undisturbed habitats but more as management units being part of farming activities in agricultural landscapes, as for arable fields. (C) 2017 Elsevier Ltd. All rights reserved.",NA,NA,"2017","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","2017 DEC 15","JOURNAL OF ENVIRONMENTAL MANAGEMENT","204",NA,"282","290","10.1016/j.jenvman.2017.08.054","0301-4797 and 1095-8630","WOS:000413878300030","24-28 OVAL RD, LONDON NW1 7DX, ENGLAND","Article","LONDON",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Alignier, Audrey et al. (2017) Time-Lagged Response of Carabid Species Richness and Composition to Past Management Practices and Landscape Context of Semi-Natural Field Margins. <i>Jour</i>. ","selected",NA
"JOUR",NA,"Jonsson, Mari T. and Jonsson, Bengt Gunnar","Assessing coarse woody debris in Swedish woodland key habitats: Implications for conservation and management","In the mainland Nordic countries and the Baltic States, the delineation and set-aside of woodland key habitats (WKHs) has been one important approach to conserving biodiversity outside traditional protected areas. Though the specifics of the key habitat concept differ from country to country, the intent is to set aside forest areas that (1) exhibit a low degree of exploitation, (2) host or potentially host red-listed species, and/or (3) contain old-growth characteristics (e.g. dead wood, large old trees) or other qualities considered valuable for maintaining biodiversity. However, it is still uncertain to what extent WKHs actually retain quantities and qualities of coarse woody debris (CWD) that are characteristic of old-growth forests. The Biodiversity Monitoring Programme (BMP) recently conducted a detailed inventory of 491 WKHs across Sweden, providing a large dataset with which to evaluate the effectiveness of the WKH program with respect to CWD. In the present study we analyze the BMP data and compare CWD volume and composition between WKHs, mature managed (stand age 81-120 years), overmature managed (age 121-140 years), and published findings from old-growth forests. The national average volume of CWD (standing and downed combined, m(3)/ha) was higher in WKHs (19.5) than the mature managed (9.3) and the overmature managed forest (12.2), yet was markedly lower than that reported from old-growth forests. CWD volumes in spruce-dominated WKHs had been reduced by 50-63% in the southern and middle boreal regions to 43-64% in the northern boreal region when compared to old-growth forests. In general, CWD amount, variability and quality were greater within WKHs in the boreal regions as opposed to the nemoral and boreonemoral regions in the south of Sweden. The majority of the WKHs (64%) contained key elements (very large and/or decayed dead wood known to be crucial habitat for many threatened wood-dependent species). Considering that these structures are largely absent from managed forests, WKHs have better retained some of the important features of old-growth forests when compared to the surrounding managed forest. WKHs are therefore valuable habitats for dead wood dependent species and representative focal areas for continued and future forest restoration and landscape planning. Our results confirm that large sun-exposed and burned dead wood are underrepresented CWD components within WKHs and emphasize the need to broaden the WKH definition to include locations containing these structures. (c) 2007 Elsevier B.V. All rights reserved.",NA,NA,"2007","ELSEVIER","2007 APR 30","FOREST ECOLOGY AND MANAGEMENT","242","2-3","363","373","10.1016/j.foreco.2007.01.054","0378-1127 and 1872-7042","WOS:000246268100030","RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Article","AMSTERDAM",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Jonsson, Mari T. et al. (2007) Assessing Coarse Woody Debris in Swedish Woodland Key Habitats: Implications for Conservation and Management. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Hillebrand, Helmut and Blasius, Bernd and Borer, Elizabeth T. and Chase, Jonathan M. and Downing, John A. and Eriksson, Britas Klemens and Filstrup, Christopher T. and Harpole, W. Stanley and Hodapp, Dorothee and Larsen, Stefano and Lewandowska, Aleksandra M. and Seabloom, Eric W. and Van de Waal, Dedmer B. and Ryabov, Alexey B.","Biodiversity change is uncoupled from species richness trends: Consequences for conservation and monitoring","Global concern about human impact on biological diversity has triggered an intense research agenda on drivers and consequences of biodiversity change in parallel with international policy seeking to conserve biodiversity and associated ecosystem functions. Quantifying the trends in biodiversity is far from trivial, however, as recently documented by meta-analyses, which report little if any net change in local species richness through time.Here, we summarise several limitations of species richness as a metric of biodiversity change and show that the expectation of directional species richness trends under changing conditions is invalid. Instead, we illustrate how a set of species turnover indices provide more information content regarding temporal trends in biodiversity, as they reflect how dominance and identity shift in communities over time.We apply these metrics to three monitoring datasets representing different ecosystem types. In all datasets, nearly complete species turnover occurred, but this was disconnected from any species richness trends. Instead, turnover was strongly influenced by changes in species presence (identities) and dominance (abundances). We further show that these metrics can detect phases of strong compositional shifts in monitoring data and thus identify a different aspect of biodiversity change decoupled from species richness.Synthesis and applications: Temporal trends in species richness are insufficient to capture key changes in biodiversity in changing environments. In fact, reductions in environmental quality can lead to transient increases in species richness if immigration or extinction has different temporal dynamics. Thus, biodiversity monitoring programmes need to go beyond analyses of trends in richness in favour of more meaningful assessments of biodiversity change.Synthesis and applications:Temporal trends in species richness are insufficient to capture key changes in biodiversity in changing environments. In fact, reductions in environmental quality can lead to transient increases in species richness if immigration or extinction has different temporal dynamics. Thus, biodiversity monitoring programmes need to go beyond analyses of trends in richness in favour of more meaningful assessments of biodiversity change.",NA,NA,"2018","WILEY","2018 JAN","JOURNAL OF APPLIED ECOLOGY","55","1","169","184","10.1111/1365-2664.12959","0021-8901 and 1365-2664","WOS:000417764600018","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Article","HOBOKEN",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Hillebrand, Helmut et al. (2018) Biodiversity Change is Uncoupled from Species Richness Trends: Consequences for Conservation and Monitoring. <i>Jour</i>. ","selected",NA
"JOUR",NA,"Rappaport, Danielle I. and Tambosi, Leandro R. and Metzger, Jean P.","A landscape triage approach: combining spatial and temporal dynamics to prioritize restoration and conservation","The spatial and temporal dynamics of landscape structure yield ecological constraints that may limit or promote the recovery of functioning habitat within human-modified ecosystems. In planning restoration and conservation measures to optimize outcomes for biodiversity, such constraints should be evaluated at multiple scales. This study presents a multi-scale methodology based on the concept of triage that incorporates landscape and regional spatial context and temporal dynamics to prioritize restoration and conservation. In applying the framework to a large Brazilian Atlantic forest study site that underwent substantial forest cover changes between 1990 and 2002, our results demonstrate the utility of this framework for navigating between different trade-offs inherent to biodiversity conservation. Landscapes are ranked in accordance with indicators that evaluate the relative urgency of intervention, feasibility of recovery and importance for broader-scale biotic flows.Synthesis and applications. Efforts to enhance biodiversity through restoration and/or conservation may be hampered when decisions are based exclusively on contemporary landscape structure, and not made through a historical perspective. In making such trade-offs explicit, this framework can aid practitioners in defining the most appropriate set of restoration or conservation strategies given the ecological constraints, biodiversity goals and available budget.Efforts to enhance biodiversity through restoration and/or conservation may be hampered when decisions are based exclusively on contemporary landscape structure, and not made through a historical perspective. In making such trade-offs explicit, this framework can aid practitioners in defining the most appropriate set of restoration or conservation strategies given the ecological constraints, biodiversity goals and available budget.",NA,NA,"2015","WILEY","2015 JUN","JOURNAL OF APPLIED ECOLOGY","52","3","590","601","10.1111/1365-2664.12405","0021-8901 and 1365-2664","WOS:000354811700007","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Article","HOBOKEN",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Rappaport, Danielle I. et al. (2015) a Landscape Triage Approach: Combining Spatial and Temporal Dynamics to Prioritize Restoration and Conservation. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Huber, Stephanie and Huber, Birgit and Stahl, Silvia and Schmid, Christoph and Reisch, Christoph","Species diversity of remnant calcareous grasslands in south eastern Germany depends on litter cover and landscape structure","Species diversity depends on, often interfering, multiple ecological drivers. Comprehensive approaches are hence needed to understand the mechanisms determining species diversity. In this study, we analysed the impact of vegetation structure, soil properties and fragmentation on the plant species diversity of remnant calcareous grasslands, therefore, in a comparative approach.We determined plant species diversity of 18 calcareous grasslands in south eastern Germany including all species and grassland specialists separately. Furthermore, we analysed the spatial structure of the grasslands as a result of fragmentation during the last 150 years (habitat area, distance to the nearest calcareous grassland and connectivity in 1830 and 2013). We also collected data concerning the vegetation structure (height of the vegetation, cover of bare soil, grass and litter) and the soil properties (content of phosphorous and potassium, ratio of carbon and nitrogen) of the grassland patches. Data were analysed using Bayesian multiple regressions.We observed a habitat loss of nearly 80% and increasing isolation between grasslands since 1830. In the Bayesian multiple regressions the species diversity of the studied grasslands depended negatively on cover of litter and to a lower degree on the distance to the nearest calcareous grassland in 2013, whereas soil properties had no significant impact.Our study supports the observation that vegetation structure, which strongly depends on land use, is often more important for the species richness of calcareous grasslands than fragmentation or soil properties. Even small and isolated grasslands may, therefore, contribute significantly to the conservation of species diversity, when they are still grazed. (C) 2017 Elsevier Masson SAS. All rights reserved.",NA,NA,"2017","ELSEVIER","2017 AUG","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY","83",NA,"48","55","10.1016/j.actao.2017.06.011","1146-609X and 1873-6238","WOS:000407982500006","RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Article","AMSTERDAM",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Huber, Stephanie et al. (2017) Species Diversity of Remnant Calcareous Grasslands in South Eastern Germany Depends on Litter Cover and Landscape Structure. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Cousins, Sara A. O. and Eriksson, Ove","After the hotspots are gone: Land use history and grassland plant species diversity in a strongly transformed agricultural landscape","Question: We asked how landscape configuration and present management influence plant species richness and abundance of habitat specialists in grasslands in a 'modern' (much exploited and transformed) agricultural Swedish landscape.Location: Selaon, south-eastern Sweden (59 degrees 24' N, 17 degrees 10' E).Methods: Present and past ( 150 and 50 years ago) landscape pattern was analysed in a 25 km(2) area. Species richness was investigated in 63 different grassland patches; grazed and abandoned semi-natural grasslands. and razed ex-arable fields. Influence of landscape variables; area, past and present grassland connectivity. present management on total species richness. density and abundance of 25 grassland specialists was analysed.Results: Semi-natural grasslands (permanent unfertilised pastures or meadows formed by traditional agricultural methods) had declined from 60% 150 years ago to 5% today. There was a significant decline in species richness and density in abandoned serni-natUral grasslands. Total species richness was influenced by present management. size and connectivity to present and past grassland pattern. Landscape variables did not influence species density in grazed semi-natural grassland Suggesting that maintained grazing management makes grassland patches independent of landscape context. The abundance of 16 grassland specialists was Mainly influenced by management and to some extent also by landscape variables.Conclusion: Although species richness pattern reflect management and to some extent landscape variables, the response of individual species may be idiosyncratic. The historical signal from past landscapes is weak on present-day species richness in highly transformed, agricultural landscapes. Generalizations of historical legacies on species diversity in grasslands should consider also highly transformed landscapes and not only landscapes with a high amount of diversity hotspots left.",NA,NA,"2008","WILEY","2008 AUG","APPLIED VEGETATION SCIENCE","11","3","365","374","10.3170/2008-7-18480","1402-2001 and 1654-109X","WOS:000263168800009","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Article","HOBOKEN",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Cousins, Sara A. O. et al. (2008) after the Hotspots are Gone: Land Use History and Grassland Plant Species Diversity in a Strongly Transformed Agricultural Landscape. <i>Jour</i>. ","selected",NA
"JOUR",NA,"Cusser, Sarah and Grando, Carolina and Zucchi, Maria Imaculada and Lopez-Uribe, Margarita M. and Pope, Nathaniel S. and Ballare, Kimberly and Luna-Lucena, Danielle and Almeida, Eduardo A. B. and Neff, John L. and Young, Kenneth and Jha, Shalene","Small but critical: semi-natural habitat fragments promote bee abundance in cotton agroecosystems across both Brazil and the United States","ContextBees are the most important pollinators of crops worldwide. For most bees, patches of semi-natural habitat within or adjacent to crops can provide important nesting and food resources. Despite this, land cover change is rapidly reducing the abundance of semi-natural habitat within agroecological landscapes, with potentially negative consequences for bee communities and the services they provide.ObjectivesIdentify how the availability of semi-natural habitat impacts bee communities across biogeographic regions, which may reveal commonalities and key governing principles that transcend a single region or taxa.MethodsWe analyze and compare the drivers of bee community composition in cotton fields within Brazil and the U.S. to reveal how land cover and land cover change impact bee community composition across these two regions.ResultsWe show that the most critical factors impacting bee communities in cotton agroecosystems are the same in Brazil and the U.S.: bee abundance increases with cotton bloom density and the abundance of semi-natural habitat. Further, the loss of semi-natural habitat over a 5-year period negatively impacts bee abundance in both agroecosystems.ConclusionsGiven the importance of bee abundance for the provision of pollination service in cotton plants, our findings highlight the significance of small semi-natural habitat fragments in supporting key ecosystem service providers for both tropical and temperate cotton agroecological systems. We underscore the important role that local land managers play in biodiversity conservation, and the potential contribution they can make to pollination provision by supporting agricultural landscapes that conserve fragments of semi-natural habitat.",NA,NA,"2019","SPRINGER","2019 JUL","LANDSCAPE ECOLOGY","34","7","1825","1836","10.1007/s10980-019-00868-x","0921-2973 and 1572-9761","WOS:000478084800021","VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Article","DORDRECHT",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Cusser, Sarah et al. (2019) Small but Critical: Semi-Natural Habitat Fragments Promote Bee Abundance in Cotton Agroecosystems Across both Brazil and the United States. <i>Jour</i>. ","excluded",NA
