"label","source_type","language","author","title","abstract","keywords","url","year","publisher","date_generated","source","volume","issue","start_page","end_page","doi","issn","accession_zr","place_published","edition","filename","n_duplicates","citation","screened_titles","notes","m3","pi","zz","cp","a1","screened_abstracts"
"ref_122","JOUR",NA,"Huth, Geraldine and Haegeman, Bart and Pitard, Estelle and Munoz, Francois","Long-Distance Rescue and Slow Extinction Dynamics Govern Multiscale Metapopulations","Rare long-distance dispersal is known to be critical for species dynamics, but how the interplay between short- and long-distance colonization influences regional persistence in a fragmented habitat remains poorly understood. We propose a metapopulation model that combines local colonization within habitat islands and long-distance colonization between islands. We study how regional occupancy dynamics are affected by the multiscale colonization process. We find that the island size distribution (ISD) is a key driver of the long-term occupancy dynamics. When the ISD is heterogeneousthat is, when the size of islands is variablewe show that extinction dynamics become very slow. We demonstrate that this behavior is unrelated to the well-known extinction debt near the critical extinction threshold. Hence, this finding questions the equivalence between extinction debt and critical transitions in the context of metapopulation collapse. Furthermore, we show that long-distance colonization can rescue small islands from extinction and sustain a steady regional occupancy. These results provide novel theoretical and practical insights into extinction dynamics and persistence in fragmented habitats and are thus relevant for the design of conservation strategies.",NA,NA,2015,"UNIV CHICAGO PRESS","2015 OCT","AMERICAN NATURALIST",186,"4","460","469","10.1086/682947","0003-0147 and 1537-5323","WOS:000362840100006","1427 E 60TH ST, CHICAGO, IL 60637-2954 USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Huth, Geraldine et al. (2015) Long-Distance Rescue and Slow Extinction Dynamics Govern Multiscale Metapopulations. <i>Jour</i>. ","selected",NA,"Article","CHICAGO",NA,NA,NA,"excluded"
"ref_123","JOUR",NA,"Helm, Aveliina and Oja, Tatjana and Saar, Liina and Takkis, Krista and Talve, Tiina and Paertel, Meelis","Human influence lowers plant genetic diversity in communities with extinction debt","P> Loss of plant species induced by adverse human influence and habitat fragmentation might be delayed due to a slow response to changed environmental conditions. This phenomenon is known as extinction debt, which can lead to the underestimation of actual threats to biodiversity. To adequately estimate the condition of recently fragmented plant communities and avoid future loss of species, good indicators of forthcoming extinctions are needed.We studied the behaviour of genetic diversity of a relatively common habitat specialist grass Briza media in fragmented calcareous grasslands in which the extinction debt has been previously documented. Species richness in this system is shown to be determined by historical landscape patterns and human population densities prevailing centuries ago. We hypothesize that genetic diversity in this grassland system is related to current landscape patterns and contemporary human impact since genetic diversity might react more quickly to environmental changes than species diversity.In contrast to species diversity, genetic diversity was indeed best described by current connectivity of grasslands. Additionally, genetic diversity was negatively related to current human population density, indicating an adverse effect of contemporary human settlements on studied species. The faster response of genetic diversity to changed environmental conditions compared to species richness was further supported by the absence of an expected correlation between species richness and genetic diversity.Human population density a century ago had a positive effect on genetic diversity. A similar effect has been demonstrated for species richness in these grasslands, indicating that traditional land use in the past has supported the development of both genetic and species diversity.Synthesis. Genetic diversity of Briza media in fragmented communities is reacting quickly to changes in landscape structure and anthropogenic pressure. Our results confirm that plant species can be prone to genetic deterioration due to habitat fragmentation and negative anthropogenic impact even if the decline in species richness has been delayed by extinction debt. Thus, a decrease of population genetic diversity in fragmented communities can be taken as the first indication of future species losses.",NA,NA,2009,"WILEY-BLACKWELL PUBLISHING, INC","2009 NOV","JOURNAL OF ECOLOGY",97,"6","1329","1336","10.1111/j.1365-2745.2009.01572.x","0022-0477","WOS:000270787100023","COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Helm, Aveliina et al. (2009) Human Influence Lowers Plant Genetic Diversity in Communities with Extinction Debt. <i>Jour</i>. ","selected",NA,"Article","MALDEN",NA,NA,NA,"selected"
"ref_124","JOUR",NA,"Essl, Franz and Dullinger, Stefan and Rabitsch, Wolfgang and Hulme, Philip E. and Pysek, Petr and Wilson, John R. U. and Richardson, David M.","Delayed biodiversity change: no time to waste","Delayed biodiversity responses to environmental forcing mean that rates of contemporary biodiversity changes are underestimated, yet these delays are rarely addressed in conservation policies. Here, we identify mechanisms that lead to such time lags, discuss shifting human perceptions, and propose how these phenomena should be addressed in biodiversity management and science.",NA,NA,2015,"ELSEVIER SCIENCE LONDON","2015 JUL","TRENDS IN ECOLOGY & EVOLUTION",30,"7","375","378","10.1016/j.tree.2015.05.002","0169-5347 and 1872-8383","WOS:000357755500007","84 THEOBALDS RD, LONDON WC1X 8RR, ENGLAND",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Essl, Franz et al. (2015) Delayed Biodiversity Change: No Time to Waste. <i>Jour</i>. ","selected",NA,"Editorial Material","LONDON",NA,NA,NA,"selected"
"ref_125","JOUR",NA,"Halley, John M. and Monokrousos, Nikolaos and Mazaris, Antonios D. and Newmark, William D. and Vokou, Despoina","Dynamics of extinction debt across five taxonomic groups","Species extinction following habitat loss is well documented. However, these extinctions do not happen immediately. The biodiversity surplus (extinction debt) declines with some delay through the process of relaxation. Estimating the time constants of relaxation, mainly the expected time to first extinction and the commonly used time for half the extinction debt to be paid off (half-life), is crucial for conservation purposes. Currently, there is no agreement on the rate of relaxation and the factors that it depends on. Here we find that half-life increases with area for all groups examined in a large meta-analysis of extinction data. A common pattern emerges if we use average number of individuals per species before habitat loss as an area index: for mammals, birds, reptiles and plants, the relationship has an exponent close to a half. We also find that the time to first determined extinction is short and increases slowly with area.",NA,NA,2016,"NATURE PUBLISHING GROUP","2016 JUL","NATURE COMMUNICATIONS",7,NA,NA,NA,"10.1038/ncomms12283","2041-1723","WOS:000380200000001","MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Halley, John M. et al. (2016) Dynamics of Extinction Debt Across Five Taxonomic Groups. <i>Jour</i>. ","selected",NA,"Article","LONDON",NA,NA,NA,"selected"
"ref_126","JOUR",NA,"Tatsumi, Shinichi and Strengbom, Joachim and Cugunovs, Mihails and Kouki, Jari","Partitioning the colonization and extinction components of beta diversity across disturbance gradients","Changes in species diversity often result from species losses and gains. The dynamic nature of beta diversity (spatial variation in species composition) that derives from such temporal species turnover, however, has received relatively little attention. Here, we disentangled extinction and colonization components of beta diversity by using the sets of species that went locally extinct and that newly colonized the study sites. We applied this concept of extinction and colonization beta diversity to ground vegetation communities that have been repeatedly surveyed in forests where fire and harvesting were experimentally applied. We first found that fire and harvesting caused no effect on beta diversity 2 yr after the treatments. From this result, we might conclude that they did not alter the ways in which species assemble across space. However, when we analyzed the extinction and colonization beta diversity between pre-treatment and 2 yr after the treatments, both measures were found to be significantly lower in burned sites compared to unburned sites (i.e., the groups of excluded and newly colonized species both showed low beta diversity in the burned sites). These results indicate that the fire excluded similar subsets of species across space, making communities become more heterogeneous, but at the same time induced spatially uniform colonization of new species, causing communities to homogenize. Consequently, the effects of these two processes canceled each other out. The relative importance of extinction and colonization components per se also changed temporally after the treatments. Fire and harvesting showed synergetic negative impacts on extinction beta diversity between pre-treatment and 10 yr after the treatments. Overall, analyses using extinction and colonization beta diversity allowed us to detect nonrandom disassembly and reassembly dynamics in ground vegetation communities. Our results suggest that common practices of analyzing beta diversity at one point in time can mask significant variation driven by disturbance. Acknowledging the extinction-colonization dynamics behind beta diversity is essential for understanding the spatiotemporal organization of biodiversity.",NA,NA,2020,"WILEY","2020 DEC","ECOLOGY",101,"12",NA,NA,"10.1002/ecy.3183","0012-9658 and 1939-9170","WOS:000596573400007","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Tatsumi, Shinichi et al. (2020) Partitioning the Colonization and Extinction Components of Beta Diversity Across Disturbance Gradients. <i>Jour</i>. ","selected",NA,"Article","HOBOKEN",NA,NA,NA,"excluded"
"ref_127","JOUR",NA,"Koyanagi, Tomoyo and Kusumoto, Yoshinobu and Yamamoto, Shori and Okubo, Satoru and Iwasaki, Nobusuke and Takeuchi, Kazuhiko","Grassland plant functional groups exhibit distinct time-lags in response to historical landscape change","Recent studies have shown significant impacts of past landscapes on present distributions of species, and discussed the existence of an extinction debt. Understanding of the processes building an extinction debt is fundamentally important for explaining present and future diversity patterns of species in fragmented landscapes. Few empirical studies, however, have examined the responses of different plant functional groups (PFGs) to historical landscape changes. We aimed to reveal PFG-based differences in species' persistence by focusing on their vegetative, reproductive, and dispersal traits. We examined whether the present distributions of PFGs of grassland species in the edges of remnant woodlands established on former semi-natural grasslands are related to the past surrounding landscapes at different time periods and spatial scales. The effects of past landscapes varied significantly among the PFGs. Richness of short, early flowering forbs and tall, late-flowering, wind-dispersed forbs showed significant positive relationships with the surrounding habitat proportions more than 50 years ago (the 1950s) and at wide spatial scales (more than 1 km(2)). Richness of tall, late-flowering forbs with unassisted and other types of dispersal mechanisms showed positive relationships with the surrounding habitat proportions in recent times (the 1970s) and at smaller spatial scales (0.25 km(2)). Our results suggested that plant growth form, flowering season and dispersal ability-with additional information on seed bank persistence-can be good indicators for identifying species' specific sensitivity to surrounding habitat loss. Trait-based approaches can be useful for understanding present and future distributions of grassland species with different persistence strategies in human-modified landscapes.",NA,NA,2012,"SPRINGER","2012 FEB","PLANT ECOLOGY",213,"2","327","338","10.1007/s11258-011-9979-y","1385-0237","WOS:000299920000013","VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Koyanagi, Tomoyo et al. (2012) Grassland Plant Functional Groups Exhibit Distinct Time-Lags in Response to Historical Landscape Change. <i>Jour</i>. ","selected",NA,"Article","DORDRECHT",NA,NA,NA,"selected"
"ref_128","JOUR",NA,"Otto, Rudiger and Garzon-Machado, Victor and del Arco, Marcelino and Fernandez-Lugo, Silvia and de Nascimento, Lea and Oromi, Pedro and Baez, Marcos and Ibanez, Miguel and Alonso, Maria R. and Maria Fernandez-Palacios, Jose","Unpaid extinction debts for endemic plants and invertebrates as a legacy of habitat loss on oceanic islands","Aim: The majority of documented extinctions world-wide in the last four centuries are of species endemic to islands. However, the phenomenon of delayed extinctions as a result of habitat loss has rarely been assessed on oceanic islands. In this study, we tested whether extinction debt (ED), in general, occurs on islands and for which taxonomical groups this phenomenon is most pronounced by assessing ED for multiple endemic taxa and for each of the main altitudinal ecosystems in a well-studied oceanic archipelago.Location: Canary Islands.Methods: We characterized habitat preferences for all endemic species of several taxonomic groups (vascular plants, ground and darkling beetles, flies and land snails). Using generalized linear mixed models and available data about habitat distributions, we tested for all taxa and habitat types to determine whether past habitat area better explained current richness of habitat specialists than current habitat area. If so, an extinction debt can be assumed.Results: For all five major habitat types and five taxonomic groups studied, present-day richness of habitat specialists fitted better with past than current habitat area, evidencing habitat-and taxon-specific extinction debts. This pattern was consistent for both long-lived vascular plants and short-lived invertebrates. Single island endemics in each taxonomic group showed steeper slopes of the species-area relationship (SAR) compared to archipelago endemics indicating higher sensitivity to habitat loss which might increase sizes of ED.Conclusion: Despite differences in species' generation times, plants and invertebrates showed delayed extinctions after habitat destruction in the Canary Islands. Our SAR approach suggests that a considerable number of Canary Island endemics will eventually become extinct in the future without further habitat loss. The case of the Canary archipelago is probably not unique. Hence, we interpret our results as a warning for island conservationists that the worst of the extinction crisis on oceanic islands might be yet to come. Conservation actions should focus on habitat restoration to attenuate or reverse current extinction processes.",NA,NA,2017,"WILEY","2017 SEP","DIVERSITY AND DISTRIBUTIONS",23,"9","1031","1041","10.1111/ddi.12590","1366-9516 and 1472-4642","WOS:000408647600006","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Otto, Rudiger et al. (2017) Unpaid Extinction Debts for Endemic Plants and Invertebrates as a Legacy of Habitat Loss on Oceanic Islands. <i>Jour</i>. ","selected",NA,"Article","HOBOKEN",NA,NA,NA,"selected"
"ref_129","JOUR",NA,"Spalding, Christopher and Hull, Pincelli M.","Towards quantifying the mass extinction debt of the Anthropocene","To make sense of our present biodiversity crises, the modern rate of species extinctions is commonly compared to a benchmark, or 'background,' rate derived from the fossil record. These estimates are critical for bounding the scale of modern diversity loss, but are yet to fully account for the fundamental structure of extinction rates through time. Namely, a substantial fraction of extinctions within the fossil record occurs within relatively short-lived extinction pulses, and not during intervals characterized by background rates of extinction. Accordingly, it is more appropriate to compare the modern event to these pulses than to the long-term average rate. Unfortunately, neither the duration of extinction pulses in the geological record nor the ultimate magnitude of the extinction pulse today is resolved, making assessments of their relative sizes difficult. In addition, the common metric used to compare current and past extinction rates does not correct for large differences in observation duration. Here, we propose a new predictive metric that may be used to ascertain the ultimate extent of the ongoing extinction threat, building on the observation that extinction magnitude in the marine fossil record is correlated to the magnitude of sedimentary turnover. Thus, we propose that the ultimate number of species destined for extinction today can be predicted by way of a quantitative appraisal of humanity's modification of ecosystems as recorded in sediments-that is, by comparing our future rock record with that of the past. The ubiquity of habitat disruption worldwide suggests that a profound mass extinction debt exists today, but one that might yet be averted by preserving and restoring ecosystems and their geological traces.",NA,NA,2021,"ROYAL SOC","2021 APR 28","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",288,"1949",NA,NA,"10.1098/rspb.2020.2332","0962-8452 and 1471-2954","WOS:000645596700009","6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Spalding, Christopher et al. (2021) Towards Quantifying the Mass Extinction Debt of the Anthropocene. <i>Jour</i>. ","selected",NA,"Article","LONDON",NA,NA,NA,"selected"
"ref_130","JOUR",NA,"Saar, Liina and Takkis, Krista and Partel, Meelis and Helm, Aveliina","Which plant traits predict species loss in calcareous grasslands with extinction debt?","Aim Habitat loss and degradation pose a major threat to biodiversity, which can result in the extinction of habitat characteristic species. However, many species exhibit a delayed response to environmental changes because of the slow intrinsic dynamics of populations, resulting in extinction debt. We assess directly the changes in habitat characteristic species composition by comparing historical (1923) and current inventories in highly fragmented grasslands. We aim to characterize the species that constitute extinction debt in European calcareous grasslands. Location Europe, Estonia, 5960 degrees N, 2425 degrees E. Methods We related eleven life-history traits and selected habitat preferences to local extinctions of populations in grasslands where extinction debt has been largely paid. Traits were chosen to describe species dispersal and persistence abilities and were quantified from databases. Results The studied grasslands have lost 90% of their area and 30% of their characteristic plant populations in 90 years. Species more prone to local population extinction were characterized by shorter life span, self-pollination, a lack of clonal growth, fewer seeds per shoot, lower average height, lower soil nitrogen preference and higher requirements for light, indicating a limited ability to tolerate the range of changes in biotic and abiotic conditions of the sites. Locally extinct populations were also characterized by wind-dispersed seeds, lower seed weight and lower terminal velocity of seeds, suggesting that species strategies for long-distance dispersal are not favoured in highly fragmented landscapes. Thus, both increased habitat isolation and decreased habitat quality are important in determining local population extinction. Main conclusions Populations more prone to local extinction were characterized by a number of life-history traits, demonstrating a greater extinction risk for species with poorer abilities for local persistence and competition. Our results can be applied to less degraded grasslands where the extinction debt is not yet paid to determine those species most susceptible to future extinction.",NA,NA,2012,"WILEY","2012 AUG","DIVERSITY AND DISTRIBUTIONS",18,"8","808","817","10.1111/j.1472-4642.2012.00885.x","1366-9516 and 1472-4642","WOS:000306127800006","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Saar, Liina et al. (2012) which Plant Traits Predict Species Loss in Calcareous Grasslands with Extinction Debt? <i>Jour</i>. ","selected",NA,"Article","HOBOKEN",NA,NA,NA,"excluded"
"ref_131","JOUR",NA,"Sang, Anu and Teder, Tiit and Helm, Aveliina and Paertel, Meelis","Indirect evidence for an extinction debt of grassland butterflies half century after habitat loss","Habitat loss often leads to a substantial decline in species richness. However, the extinction of species is typically not instant, but rather involves a time lag. Species richness in recently disturbed habitats is therefore expected to reflect past rather than current habitat availability, with the set of species eventually going extinct representing extinction debt. We explored current species richness of butterflies (Lepidoptera: Rhopalocera) and burnet moths (Lepidoptera: Zygaenidae) with respect to past and current habitat characteristics. The study was conducted in calcareous grasslands, a habitat that has suffered a rapid decline in Europe during the last century. We showed that species richness of habitat specialists correlated positively with both past (75 years ago) and current habitat area, and was best explained by a model incorporating both of these variables. The independent effect of past habitat area presumably indicates the presence of extinction debt in the study region. Species requiring large habitat areas were more likely to show signs of extinction debt. Species richness of other grassland butterflies (those not confined to the focal habitat type) was not associated with past or current habitat area, the pattern indicating their lower sensitivity to changes in focal habitats. The response to habitat loss in specialist butterflies appears faster than in specialist plants, studied in the same landscape earlier. We conclude that linking patterns of species diversity with the temporal dynamics of habitats substantially improves the understanding of the variation in species diversity, and thus helps to identify species of conservation concern. (C) 2010 Elsevier Ltd. All rights reserved.",NA,NA,2010,"ELSEVIER SCI LTD","2010 JUN","BIOLOGICAL CONSERVATION",143,"6","1405","1413","10.1016/j.biocon.2010.03.015","0006-3207 and 1873-2917","WOS:000278572300010","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Sang, Anu et al. (2010) Indirect Evidence for an Extinction Debt of Grassland Butterflies Half Century after Habitat Loss. <i>Jour</i>. ","selected",NA,"Article","OXFORD",NA,NA,NA,"selected"
"ref_132","JOUR",NA,"Cowlishaw, G","Predicting the pattern of decline of African primate diversity: an extinction debt from historical deforestation","Populations that have survived extensive habitat loss may still face extinction owing to a time lag between initial habitat loss and eventual population collapse. Using island biogeography theory, I investigated the potential existence and magnitude of such ""extinction debts"" among African forest primates as a result of historical deforestation. Forest primate species exhibited a classic species-area relationship (S = cA(z)) with forest habitat across African countries I conducted three tests based on the species-area relationship that indicate extinction debts are likely to exist in African forest primates; in particular several national extinctions should have already occurred solely as a result of forest loss in the last 50 years (if extinctions occurred simultaneously with habitat loss), but none of these extinctions have yet taken place. I also used the species-area relationship to predict the number of species that make up the total debt accumulated since deforestation began in these countries. My, results suggest that in most countries the debt currently consists of over 30% of the forest primate fauna, which usually constitutes between four and eight species. These figures are likely to be accurate because the same model pl edicts with a reasonable degree of precision (1) the severity of threat of extinction from deforestation faced by country endemics, (2) the distribution of regional community endemics threatened by deforestation, and (3) the total number of African species threatened by deforestation (according to the 1996 IUCN Red List). My findings indicate that although protected areas are an essential part of conservation, the protection of the remaining forest alone may not be enough to prevent extinctions caused by habitat loss.",NA,NA,1999,"WILEY","1999 OCT","CONSERVATION BIOLOGY",13,"5","1183","1193","10.1046/j.1523-1739.1999.98433.x","0888-8892 and 1523-1739","WOS:000082821400030","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Cowlishaw, G (1999) Predicting the Pattern of Decline of African Primate Diversity: An Extinction Debt from Historical Deforestation. <i>Jour</i>. ","selected",NA,"Article","HOBOKEN",NA,NA,NA,"selected"
"ref_133","DATA",NA,"Dri, Gabriela Franzoi and Fontana, Carla Suertegaray and Dambros, Cristian de Sales","Estimating the impacts of habitat loss induced by urbanization on bird local extinctions","Habitat loss and fragmentation can be long-term processes driving extinction debts, especially in cities. Because of a lack of temporal data, long-term impacts are generally investigated less frequently than short-term impacts. However, these effects are equally important for understanding biodiversity loss. We developed a Bayesian Island Biogeography model combining historical imagery and current species distribution to investigate the long-term impacts of urbanization-induced habitat loss and isolation on birds. We surveyed 101 bird species in 43 urban forest patches in a South American city with different combinations of size, isolation, and time since the last abrupt change in area. Based on the current and historical landscape configuration, we estimated the temporal dynamics between species extinction rate and area, and between immigration rate and isolation. Additionally, we used model parameters to forecast bird extinction debts. Large patches had lower extinction rates than small patches, and immigration rates were lower in more isolated patches. Furthermore, current bird species richness was better explained by current landscape configuration than by past configuration, suggesting that birds rapidly respond to changes in urban landscapes and there are no apparent extinction debts. Indeed, we found that habitat loss reduces species diversity to a new equilibrium in relatively short period (less than 10 years), and model projections indicate that bird richness will remain similar to the present if patch area is maintained. Habitat loss is the most important cause of species local extinctions in urban areas, and tropical cities could rapidly promote biodiversity by restoring forest cover.",NA,NA,2020,"ELSEVIER SCI LTD","2021 APR","BIOLOGICAL CONSERVATION",256,NA,NA,NA,"10.6084/m9.figshare.12217694.v3","0006-3207 and 1873-2917","DRCI:DATA2020117018950605","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Dri, Gabriela Franzoi et al. (2020) Estimating the Impacts of Habitat Loss Induced by Urbanization on Bird Local Extinctions. <i>Data</i>. ","selected",NA,"Data set","OXFORD",NA,NA,NA,"selected"
"ref_134","JOUR",NA,"TILMAN, D and MAY, RM and LEHMAN, CL and NOWAK, MA","Habitat destruction and the extinction debt","HABITAT destruction is the major cause of species extinctions(1-3) Dominant species often are considered to be free of this threat because they are abundant in the undisturbed fragments that remain after destruction. Here we describe a model that explains multispecies coexistence in patchy habitats(4) and which predicts that their abundance may be fleeting. Even moderate habitat destruction is predicted to cause time-delayed but deterministic extinction of the dominant competitor in remnant patches. Further species are predicted to become extinct, in order from the best to the poorest competitors, as habitat destruction increases. Moreover, the more fragmented a habitat already is, the greater is the number of extinctions caused by added destruction. Because such extinctions occur generations after fragmentation, they represent a debt-a future ecological cost of current habitat destruction.",NA,NA,1994,"MACMILLAN MAGAZINES LTD","1994 SEP 1","Bulletin of the Ecological Society of America",371,"2 PART 2","229","229","10.1038/371065a0","0012-9623","BCI:BCI199497387558","PORTERS SOUTH, 4 CRINAN ST, LONDON, ENGLAND N1 9XW",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"TILMAN, D et al. (1994) Habitat Destruction and the Extinction Debt. <i>Jour</i>. ","selected",NA,"Meeting","LONDON",NA,"79th Annual Meeting of the Ecological Society of America",NA,"selected"
"ref_135","JOUR",NA,"Santos, Micaela and Cagnolo, Luciano and Roslin, Tomas and Ruperto, Emmanuel F. and Laura Bernaschini, Maria and Vazquez, Diego P.","Robustness of a meta‐network to alternative habitat loss scenarios","Studying how habitat loss affects the tolerance of ecological networks to species extinction (i.e. their robustness) is key for our understanding of the influence of human activities on natural ecosystems. With networks typically occurring as local interaction networks interconnected in space (a meta-network), we may ask how the loss of specific habitat fragments affects the overall robustness of the meta-network. To address this question, for an empirical meta-network of plants, herbivores and natural enemies we simulated the removal of habitat fragments in increasing and decreasing order of area, age and connectivity for plant extinction and the secondary extinction of herbivores, natural enemies and their interactions. Meta-network robustness was characterized as the area under the curve of remnant species or interactions at the end of a fragment removal sequence. To pinpoint the effects of fragment area, age and connectivity, respectively, we compared the observed robustness for each removal scenario against that of a random sequence. The meta-network was more robust to the loss of old (i.e. long-fragmented), large, connected fragments than of young (i.e. recently fragmented), small, isolated fragments. Thus, young, small, isolated fragments may be particularly important to the conservation of species and interactions, while contrary to our expectations larger, more connected fragments contribute little to meta-network robustness. Our findings highlight the importance of young, small, isolated fragments as sources of species and interactions unique to the regional level. These effects may largely result from an unpaid extinction debt, in which case these fragments are likely to lose species over time. Yet, there may also be more long-lasting effects from cultivated lands (e.g. water, fertilizers and restricted cattle grazing) and network complexity in small, isolated fragments. Such fragments may sustain important biological diversity in fragmented landscapes, but maintaining their conservation value may depend on adequate restoration strategies. To build the meta-network we considered all plant-herbivore-natural enemy interactions (as presence-absence data) recorded in 14 habitat fragments, which involved plant species (herbs and shrubs), endophagous herbivores (gall makers or gall inquilines, and leaf miners), ectophagous herbivores (scale insects and aphids), and their natural enemies (parasitoids, hyperparasitoids and predators). To explore fragment contribution to meta-network robustness, we sorted the 14 habitat fragments according to their area, age and six connectivity metrics combining geographical distances among fragments, neighboring area and similarity in plant resources among fragments. For each fragment removal, we considered secondary extinctions of herbivores and tertiary extinctions of natural enemies as consequence of the local extinction of plant resource, and calculated remnant species richness and trophic interactions. We calculated meta-network robustness as the area under the curve of remnant species and interactions for a specific removal sequence for each trophic guild and interaction type. Finally, we compared observed robustness for each removal rule against calculated robustness for 100 random fragment removals. Copyright: CC0 1.0 Universal (CC0 1.0) Public Domain Dedication",NA,NA,2021,"WILEY","2021 JAN","OIKOS",130,"1","133","142","10.5061/DRYAD.7M0CFXPSB","0030-1299 and 1600-0706","DRCI:DATA2021012020934511","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",2,"Santos, Micaela et al. (2021) Robustness of a Meta‐network to Alternative Habitat Loss Scenarios. <i>Jour</i>. ","selected",NA,"Data set","HOBOKEN",NA,NA,NA,"excluded"
"ref_136","JOUR",NA,"Claudino, Elder S. and Gomes, M. A. F. and Campos, Paulo R. A.","Extinction debt and the role of static and dynamical fragmentation on biodiversity","The mass-extinction events caused by human-driven habitat loss are a current concern in conservation science. However, the observed number of extinctions is considerably smaller than predicted. The overestimation of extinction rates comes from the time-delay which depends on the species sensitivity to habitat changes. The standard method of predicting the effect of habitat loss on biodiversity is to use the species-area relationship and progressively following it backwards to smaller areas. The difference between the actual number of species and the one provided by the backwards species-area relationship is dubbed extinction debt. Previous studies in general adopt a static view for the spatial distribution of species. Nonetheless, a precise understanding of the problem urges us to adopt a dynamic framework to this issue since the time between disturbances of the landscape plays an active role in influencing the strength of the extinction debt. In this context, here we address two distinct approaches for this question: a static and a dynamic view of fragmentation. In the former we quantify the extinction debt in a quenched spatial distribution of species, whereas in the latter the community is let to evolve between disturbance events of the landscape. Here we show that the size of the extinction debt depends on the pattern of the fragmentation. It is found that random distributions of destroyed habitats provide larger extinction debts than those obtained for contiguous areas of fragmentation. Furthermore, in the dynamic approach it is observed that dispersal can lead to unexpected outcomes such as lower biodiversity levels than ones inferred from the backwards species-area relationship. (C) 2014 Elsevier B.V. All rights reserved.",NA,NA,2015,"ELSEVIER SCIENCE BV","2015 MAR","ECOLOGICAL COMPLEXITY",21,NA,"150","155","10.1016/j.ecocom.2014.11.011","1476-945X and 1476-9840","WOS:000351967200017","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Claudino, Elder S. et al. (2015) Extinction Debt and the Role of Static and Dynamical Fragmentation on Biodiversity. <i>Jour</i>. ","selected",NA,"Article","AMSTERDAM",NA,NA,NA,"selected"
